Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2000-12-07,10387.400390625,10781.0,9277.0,9364.2001953125,90078400,0,0
2000-12-08,9364.2001953125,9799.5,8773.099609375,9799.5,82317800,0,0
2000-12-11,9799.5,10219.099609375,9434.2998046875,9753.599609375,53746300,0,0
2000-12-12,9753.599609375,9779.400390625,9371.7998046875,9626.900390625,38084500,0,0
2000-12-13,9626.900390625,9626.900390625,8483.7001953125,9010.5,56893700,0,0
2000-12-14,9010.5,9583.7001953125,8814.900390625,9500.400390625,57483800,0,0
2000-12-15,9500.400390625,9854.099609375,9389.2001953125,9422.7001953125,71716700,0,0
2000-12-18,9422.7001953125,9422.7001953125,9004.7001953125,9172.900390625,27166000,0,0
2000-12-19,9172.900390625,9482.099609375,9020.2001953125,9346.5,32228300,0,0
2000-12-20,9346.5,9346.5,8957.2998046875,9185.5,36514300,0,0
2000-12-21,9185.5,9340.599609375,9023.099609375,9200.599609375,37947600,0,0
2000-12-22,9302.0,9517.900390625,9208.2998046875,9437.2001953125,36297000,0,0
2001-01-02,9437.2001953125,9530.099609375,9321.099609375,9467.099609375,18066700,0,0
2001-01-03,9467.099609375,9467.099609375,9098.7998046875,9137.400390625,27062100,0,0
2001-01-04,9137.400390625,10206.2998046875,9137.400390625,10198.2001953125,71101600,0,0
2001-01-05,10198.2001953125,10367.599609375,9854.7001953125,10007.2998046875,59871100,0,0
2001-01-08,10007.2998046875,10572.0,9851.7998046875,10560.400390625,70385800,0,0
2001-01-09,10560.400390625,10885.0,10421.400390625,10861.0,84236000,0,0
2001-01-10,10861.0,11591.599609375,10861.0,11540.0,130123100,0,0
2001-01-11,11540.0,11663.099609375,11150.2001953125,11264.900390625,93720000,0,0
2001-01-12,11264.900390625,11264.900390625,10844.2001953125,10964.900390625,55956300,0,0
2001-01-16,10425.599609375,10672.2001953125,10242.2001953125,10505.099609375,56276900,0,0
2001-01-17,10505.099609375,11060.5,10487.599609375,10944.7998046875,88815800,0,0
2001-01-18,10944.7998046875,11359.599609375,10636.099609375,10927.900390625,88052600,0,0
2001-01-19,10927.900390625,11444.0,10775.2001953125,11400.7001953125,95044000,0,0
2001-01-22,11400.7001953125,11479.599609375,11003.599609375,11093.7001953125,62129800,0,0
2001-01-23,11093.7001953125,11093.7001953125,10617.400390625,10883.0,51633600,0,0
2001-01-24,10883.0,11322.7001953125,10683.2001953125,10884.599609375,91236000,0,0
2001-01-25,10884.599609375,11028.7001953125,10693.400390625,10980.400390625,49318800,0,0
2001-01-26,10980.400390625,11087.2001953125,10674.5,10742.7998046875,52097100,0,0
2001-01-29,10742.7998046875,10742.7998046875,10262.2998046875,10607.7001953125,48619100,0,0
2001-01-30,10607.7001953125,10607.7001953125,10315.900390625,10421.099609375,41962400,0,0
2001-01-31,10421.099609375,10685.099609375,10307.099609375,10685.099609375,45167400,0,0
2001-02-01,10685.099609375,10784.400390625,10503.599609375,10638.2001953125,59669300,0,0
2001-02-02,10638.2001953125,10898.2998046875,10380.7998046875,10546.7001953125,52485200,0,0
2001-02-05,10546.7001953125,10546.7001953125,9884.2001953125,9952.599609375,45410400,0,0
2001-02-06,9952.599609375,10247.7998046875,9648.0,10187.2001953125,49374300,0,0
2001-02-07,10187.2001953125,10187.2001953125,9705.599609375,9724.099609375,46718600,0,0
2001-02-08,9724.099609375,10210.099609375,9502.599609375,9658.900390625,64716400,0,0
2001-02-09,9658.900390625,9676.5,9266.5,9545.900390625,53012100,0,0
2001-02-12,9545.900390625,9545.900390625,8942.599609375,9075.2998046875,34205800,0,0
2001-02-13,9075.2998046875,9433.5,9013.0,9385.099609375,51438900,0,0
2001-02-14,9385.099609375,10021.900390625,9385.099609375,9971.7001953125,70625300,0,0
2001-02-15,9971.7001953125,10066.2998046875,9617.2998046875,9763.900390625,53177100,0,0
2001-02-16,9763.900390625,10220.0,9585.599609375,10169.5,72609900,0,0
2001-02-20,8683.0,9010.400390625,8082.39990234375,8768.5,103811300,0,0
2001-02-21,8768.5,8768.5,7165.0,7180.60009765625,63649600,0,0
2001-02-22,7180.60009765625,8358.2001953125,6796.89990234375,7890.39990234375,173125800,0,0
2001-02-23,7890.39990234375,8399.5,7737.89990234375,8344.900390625,102559100,0,0
2001-02-26,8344.900390625,9137.599609375,8344.900390625,8880.2998046875,65915300,0,0
2001-02-27,8880.2998046875,8909.2001953125,8418.099609375,8665.900390625,63492600,0,0
2001-02-28,8665.900390625,8795.7001953125,8375.900390625,8791.599609375,51426300,0,0
2001-03-01,8791.599609375,9468.0,8791.599609375,9406.7001953125,63693100,0,0
2001-03-02,9406.7001953125,9722.900390625,9256.900390625,9513.7998046875,79028500,0,0
2001-03-05,9406.650390625,9722.8798828125,9256.900390625,9513.76953125,79028400,0,0
2001-03-12,9513.7998046875,9648.5,8586.599609375,8647.0,52450500,0,0
2001-03-13,8647.0,8647.0,8013.89990234375,8484.5,64883400,0,0
2001-03-14,8484.5,8592.0,8098.10009765625,8150.7998046875,66624400,0,0
2001-03-15,8150.7998046875,8525.400390625,7929.5,8525.400390625,54975300,0,0
2001-03-16,8525.400390625,8888.7001953125,8442.599609375,8763.400390625,69964100,0,0
2001-03-19,8763.400390625,9038.0,8473.400390625,8522.400390625,54983500,0,0
2001-03-20,8522.400390625,8918.5,8522.400390625,8860.599609375,64683200,0,0
2001-03-21,8860.599609375,8994.099609375,8583.400390625,8629.2001953125,64591000,0,0
2001-03-22,8629.2001953125,8645.599609375,8246.2001953125,8402.900390625,53522300,0,0
2001-03-23,8402.900390625,8501.0,8290.5,8365.599609375,31290200,0,0
2001-03-26,8365.599609375,8461.400390625,8256.400390625,8331.2998046875,31669400,0,0
2001-03-27,8331.2998046875,8331.2998046875,7906.39990234375,7959.7001953125,37253200,0,0
2001-03-28,7959.7001953125,7959.7001953125,7239.89990234375,7614.7998046875,42800500,0,0
2001-03-29,7614.7998046875,7614.7998046875,7068.5,7159.7001953125,44167000,0,0
2001-03-30,7159.7001953125,8036.0,7159.7001953125,8022.7001953125,76370600,0,0
2001-04-02,8022.7001953125,8096.89990234375,7757.60009765625,7855.7001953125,45077600,0,0
2001-04-03,7855.7001953125,8031.39990234375,7682.2001953125,7806.10009765625,57327100,0,0
2001-04-04,7806.10009765625,8212.099609375,7702.7998046875,8117.7998046875,66817900,0,0
2001-04-05,8117.7998046875,8479.599609375,8029.89990234375,8457.2001953125,86344300,0,0
2001-04-06,8457.2001953125,8541.900390625,8140.2998046875,8236.7998046875,70803300,0,0
2001-04-09,8236.7998046875,8598.7001953125,8202.599609375,8359.599609375,61949900,0,0
2001-04-10,8359.599609375,8400.0,8066.7998046875,8312.2001953125,49926800,0,0
2001-04-11,8312.2001953125,8657.7998046875,8312.2001953125,8657.7998046875,57768500,0,0
2001-04-12,8657.7998046875,9082.0,8586.5,9026.2998046875,108056500,0,0
2001-04-16,8940.2998046875,9420.0,8876.099609375,9379.0,99721600,0,0
2001-04-17,9379.0,9380.400390625,8861.599609375,9057.7998046875,94707600,0,0
2001-04-18,9057.7998046875,9280.0,8961.599609375,9069.900390625,78232700,0,0
2001-04-19,9069.900390625,9493.2001953125,9069.900390625,9448.599609375,83406200,0,0
2001-04-20,9448.599609375,9691.400390625,9365.400390625,9658.400390625,97914900,0,0
2001-04-24,9658.400390625,10204.2998046875,9658.400390625,10131.099609375,125563200,0,0
2001-04-25,10131.099609375,10439.0,10016.2001953125,10113.0,119417600,0,0
2001-04-26,10113.0,10907.2001953125,9983.099609375,10890.099609375,166710000,0,0
2001-04-27,10890.099609375,12630.099609375,10890.099609375,12363.0,197702000,0,0
2001-04-30,12363.0,13073.099609375,12091.599609375,12367.400390625,168667700,0,0
2001-05-01,12367.400390625,12473.5,11887.900390625,12093.400390625,172941700,0,0
2001-05-02,12093.400390625,12093.400390625,11683.2998046875,12008.5,110546600,0,0
2001-05-03,12008.5,12934.2001953125,11838.7998046875,12829.7998046875,186679300,0,0
2001-05-04,12829.7998046875,13328.599609375,12401.0,12529.7001953125,170208600,0,0
2001-05-07,12529.7001953125,13028.2001953125,12107.7001953125,12203.5,95212100,0,0
2001-05-08,12203.5,12814.400390625,12104.599609375,12728.0,115924500,0,0
2001-05-09,12728.0,12728.0,12101.599609375,12276.2998046875,75294200,0,0
2001-05-10,12276.2998046875,12858.5,12015.7998046875,12143.2998046875,101149800,0,0
2001-05-11,12143.2998046875,12143.2998046875,11595.599609375,11779.2998046875,75285500,0,0
2001-05-14,11779.2998046875,12008.099609375,11522.900390625,11896.400390625,81337800,0,0
2001-05-15,11896.400390625,12082.400390625,11511.7001953125,11572.5,75110900,0,0
2001-05-16,11572.5,12459.900390625,11572.5,12298.7001953125,139602900,0,0
2001-05-17,12298.7001953125,12738.5,12210.599609375,12373.5,110734500,0,0
2001-05-18,12373.5,12738.599609375,12165.2998046875,12738.599609375,100950200,0,0
2001-05-21,12798.099609375,12890.2001953125,12452.5,12607.2001953125,86638300,0,0
2001-05-22,12607.2001953125,13105.400390625,12455.2001953125,12643.7998046875,125415300,0,0
2001-05-23,12643.7998046875,12704.900390625,11944.2998046875,12052.400390625,80500000,0,0
2001-05-24,12052.400390625,12052.400390625,11525.7998046875,11616.599609375,71374600,0,0
2001-05-25,11616.599609375,11968.0,11615.5,11968.0,58683400,0,0
2001-05-29,11230.599609375,11569.400390625,10758.5,11061.0,79533900,0,0
2001-05-30,11061.0,11064.900390625,10604.0,10687.099609375,70438900,0,0
2001-05-31,10687.099609375,10934.2998046875,10031.2998046875,10879.7998046875,121904900,0,0
2001-06-01,10879.7998046875,11361.2001953125,10879.7998046875,11271.0,82382600,0,0
2001-06-04,11271.0,11787.400390625,11271.0,11761.0,84958700,0,0
2001-06-05,11761.0,11761.0,11219.7998046875,11296.7001953125,62059300,0,0
2001-06-06,11296.7001953125,11733.099609375,10961.599609375,11733.099609375,85538300,0,0
2001-06-07,11733.099609375,12044.0,11722.900390625,12006.2998046875,91697200,0,0
2001-06-08,12006.2998046875,12318.099609375,11853.7001953125,12138.2998046875,109807100,0,0
2001-06-11,12138.2998046875,12138.2998046875,11446.5,11636.0,60625200,0,0
2001-06-12,11636.0,11700.400390625,11251.5,11429.400390625,69444200,0,0
2001-06-13,11429.400390625,11715.2998046875,11152.2001953125,11284.400390625,62151300,0,0
2001-06-14,11284.400390625,11971.2998046875,11274.099609375,11971.2998046875,75670500,0,0
2001-06-15,11971.2998046875,12124.099609375,11738.900390625,11839.7998046875,85713800,0,0
2001-06-18,11839.7998046875,12247.2998046875,11049.5,11082.099609375,84147900,0,0
2001-06-19,11082.099609375,11277.2001953125,10586.2998046875,10794.400390625,77236000,0,0
2001-06-20,10794.400390625,11000.099609375,10656.7998046875,10822.400390625,68853900,0,0
2001-06-21,10822.400390625,11062.599609375,10672.5,10983.0,78095400,0,0
2001-06-22,10983.0,11123.0,10840.599609375,11119.7998046875,48096300,0,0
2001-06-25,11119.7998046875,11230.2001953125,10656.7998046875,10805.5,45509800,0,0
2001-06-26,10838.2001953125,11176.7001953125,10702.900390625,11039.400390625,74970000,0,0
2001-06-27,11039.400390625,11359.2998046875,11028.599609375,11164.2001953125,76610700,0,0
2001-06-28,11164.2001953125,11266.7998046875,10891.599609375,11084.900390625,63006600,0,0
2001-06-29,11084.900390625,11376.5,11071.7001953125,11204.2001953125,60024800,0,0
2001-07-02,11204.2001953125,11513.599609375,11057.900390625,11513.599609375,69347700,0,0
2001-07-03,11513.599609375,11513.599609375,10963.0,11153.099609375,49908900,0,0
2001-07-05,11082.2998046875,11223.7998046875,11036.400390625,11175.7998046875,37802900,0,0
2001-07-06,11175.7998046875,11175.7998046875,10004.2998046875,10168.7998046875,81171500,0,0
2001-07-09,10168.7998046875,10509.900390625,9717.099609375,10048.0,73848800,0,0
2001-07-10,10048.0,10226.7001953125,9276.099609375,9469.5,69373600,0,0
2001-07-11,9469.5,9856.599609375,8635.7998046875,8730.0,84809200,0,0
2001-07-12,8730.0,9226.599609375,8326.7001953125,9122.599609375,163996400,0,0
2001-07-13,9122.599609375,9452.5,8873.7998046875,8940.7998046875,109460200,0,0
2001-07-16,8940.7998046875,9080.0,8537.7998046875,9080.0,81042800,0,0
2001-07-17,9080.0,9080.0,8510.2998046875,8688.599609375,75726200,0,0
2001-07-18,8688.599609375,9512.7001953125,8688.599609375,9105.900390625,152230600,0,0
2001-07-19,9105.900390625,9715.400390625,9013.7998046875,9715.400390625,124166700,0,0
2001-07-20,9715.400390625,9900.2001953125,9538.5,9684.599609375,114706600,0,0
2001-07-23,9684.599609375,10034.900390625,9547.7998046875,10034.900390625,91064400,0,0
2001-07-24,10034.900390625,10254.099609375,9939.099609375,10100.599609375,119197100,0,0
2001-07-25,10100.599609375,10106.2998046875,9417.7001953125,9535.2001953125,93032000,0,0
2001-07-26,9535.2001953125,9915.0,9269.7998046875,9857.2001953125,95474000,0,0
2001-07-27,9857.2001953125,10003.900390625,9662.099609375,9765.099609375,67875000,0,0
2001-07-30,9765.099609375,10013.900390625,9739.599609375,9832.599609375,51276800,0,0
2001-07-31,9832.599609375,9936.2998046875,9729.5,9914.599609375,48293300,0,0
2001-08-01,9914.599609375,10267.099609375,9914.599609375,10211.400390625,97750000,0,0
2001-08-02,10211.400390625,10211.400390625,9924.7998046875,10066.900390625,60968900,0,0
2001-08-03,10066.900390625,10236.2001953125,9957.099609375,10101.599609375,50922100,0,0
2001-08-06,10101.599609375,10260.2001953125,9772.400390625,9868.599609375,52930500,0,0
2001-08-07,9868.599609375,9868.599609375,9564.099609375,9640.0,51677000,0,0
2001-08-08,9640.0,9640.0,9394.0,9577.7001953125,45393400,0,0
2001-08-09,9577.7001953125,9587.900390625,9233.2998046875,9381.5,53968300,0,0
2001-08-10,9381.5,9520.900390625,9082.0,9400.599609375,65784600,0,0
2001-08-13,9400.599609375,9414.099609375,8906.5,9075.7001953125,53113600,0,0
2001-08-14,9075.7001953125,9154.099609375,8659.7001953125,8919.900390625,48258900,0,0
2001-08-15,8919.900390625,9234.7998046875,8832.2001953125,9233.599609375,76068900,0,0
2001-08-16,9233.599609375,9537.900390625,9146.2998046875,9537.900390625,78662500,0,0
2001-08-17,9537.900390625,9879.2998046875,9375.400390625,9737.0,116524800,0,0
2001-08-20,9737.0,9737.0,9482.400390625,9654.7998046875,36244000,0,0
2001-08-21,9654.7998046875,9914.400390625,9567.5,9654.900390625,74016400,0,0
2001-08-22,9654.900390625,9833.400390625,9399.5,9626.0,53448100,0,0
2001-08-23,9626.0,9902.7998046875,9520.7998046875,9891.599609375,64309600,0,0
2001-08-24,9891.599609375,10049.7001953125,9457.099609375,10049.7001953125,140644700,0,0
2001-08-27,10049.7001953125,10347.400390625,10017.900390625,10293.599609375,103677900,0,0
2001-08-28,10293.599609375,10423.599609375,10131.099609375,10238.7001953125,95221500,0,0
2001-08-29,10238.7001953125,10291.0,9912.2001953125,9990.2001953125,78508200,0,0
2001-08-31,9990.2001953125,9990.2001953125,9653.7001953125,9878.900390625,41366100,0,0
2001-09-04,9616.2998046875,9625.400390625,9342.7998046875,9598.599609375,53246200,0,0
2001-09-05,9598.599609375,9733.599609375,9534.2001953125,9630.400390625,49063800,0,0
2001-09-06,9630.400390625,9866.099609375,9588.2001953125,9805.7998046875,54413900,0,0
2001-09-07,9805.7998046875,9933.900390625,9584.7998046875,9628.099609375,81884900,0,0
2001-09-10,9628.099609375,9650.400390625,9259.0,9517.900390625,58451100,0,0
2001-09-17,7937.89990234375,7937.89990234375,6881.89990234375,7766.89990234375,100323200,0,0
2001-09-18,7766.89990234375,7921.2001953125,7447.60009765625,7703.5,98576800,0,0
2001-09-19,7703.5,7952.39990234375,7675.7001953125,7899.39990234375,68428200,0,0
2001-09-20,7899.39990234375,7899.39990234375,7598.0,7651.7998046875,62406000,0,0
2001-09-21,7651.7998046875,7651.7998046875,7225.10009765625,7306.39990234375,71034900,0,0
2001-09-24,7493.2998046875,7557.2001953125,7384.89990234375,7515.2998046875,54470700,0,0
2001-09-25,7515.2998046875,7757.39990234375,7515.2998046875,7594.89990234375,76855000,0,0
2001-09-26,7594.89990234375,7607.39990234375,7388.39990234375,7477.39990234375,48852500,0,0
2001-09-27,7477.39990234375,7477.39990234375,7194.39990234375,7414.39990234375,56294500,0,0
2001-09-28,7414.39990234375,7634.0,7414.39990234375,7625.89990234375,53855600,0,0
2001-10-01,7625.89990234375,7861.0,7588.39990234375,7729.39990234375,67320600,0,0
2001-10-02,7729.39990234375,7843.5,7603.60009765625,7843.5,63156200,0,0
2001-10-03,7843.5,7857.10009765625,7610.2001953125,7669.89990234375,59812000,0,0
2001-10-04,7669.89990234375,7889.0,7635.39990234375,7805.10009765625,68426500,0,0
2001-10-05,7805.10009765625,7807.2998046875,7514.89990234375,7598.89990234375,64623600,0,0
2001-10-08,7598.89990234375,7598.89990234375,7263.2998046875,7499.0,56314100,0,0
2001-10-09,7499.0,7663.39990234375,7442.2998046875,7637.60009765625,52869600,0,0
2001-10-10,7637.60009765625,8048.2998046875,7634.5,8048.2998046875,84167400,0,0
2001-10-11,8048.2998046875,8626.5,8048.2998046875,8626.5,189099400,0,0
2001-10-12,8626.5,8795.900390625,8221.400390625,8431.5,174187200,0,0
2001-10-15,8431.5,8709.599609375,8247.2001953125,8577.099609375,101809200,0,0
2001-10-16,8577.099609375,8792.7001953125,8466.599609375,8631.400390625,156963000,0,0
2001-10-17,8631.400390625,8960.599609375,8631.400390625,8960.599609375,165984000,0,0
2001-10-18,8960.599609375,8989.599609375,8724.2998046875,8818.099609375,177659900,0,0
2001-10-19,8818.099609375,8904.7001953125,8626.599609375,8822.599609375,121463400,0,0
2001-10-22,8822.599609375,9305.2998046875,8761.900390625,9305.2998046875,173213800,0,0
2001-10-23,9305.2998046875,9789.900390625,9305.2998046875,9667.400390625,219246700,0,0
2001-10-24,9667.400390625,9812.400390625,9445.0,9578.2001953125,171675200,0,0
2001-10-25,9578.2001953125,9578.2001953125,9215.2001953125,9342.900390625,92424400,0,0
2001-10-26,9342.900390625,9916.400390625,9342.900390625,9915.5,146601700,0,0
2001-10-30,9915.5,10061.5,9631.2998046875,9919.7998046875,116452600,0,0
2001-10-31,9919.7998046875,9919.7998046875,9584.2001953125,9848.7998046875,97794100,0,0
2001-11-01,9848.7998046875,10052.7001953125,9567.2001953125,9634.599609375,143754500,0,0
2001-11-02,9634.599609375,10080.2001953125,9624.099609375,10069.7001953125,145836100,0,0
2001-11-05,10069.7001953125,10310.400390625,9864.2998046875,10291.900390625,187520600,0,0
2001-11-06,10291.900390625,10532.900390625,10143.7998046875,10456.2001953125,187704200,0,0
2001-11-07,10456.2001953125,10602.400390625,10213.400390625,10363.400390625,167662500,0,0
2001-11-08,10363.400390625,10463.599609375,10239.2001953125,10457.2998046875,137118800,0,0
2001-11-09,10457.2998046875,10646.0,9992.0,10080.900390625,146278700,0,0
2001-11-12,10080.900390625,10327.7998046875,9964.2998046875,10327.7998046875,96111500,0,0
2001-11-13,10327.7998046875,10401.599609375,10062.7998046875,10165.7998046875,125072400,0,0
2001-11-14,10165.7998046875,10636.2001953125,10165.7998046875,10636.2001953125,150997600,0,0
2001-11-15,10636.2001953125,11205.7998046875,10610.7001953125,11193.2998046875,246173100,0,0
2001-11-16,11193.2998046875,11567.0,11094.400390625,11370.900390625,208564400,0,0
2001-11-19,11370.900390625,12263.2001953125,11370.900390625,12263.2001953125,269706400,0,0
2001-11-20,12263.2001953125,12438.2998046875,11674.400390625,11794.900390625,304909000,0,0
2001-11-21,11794.900390625,11921.400390625,11490.400390625,11617.2001953125,168731700,0,0
2001-11-23,11856.0,11988.900390625,11581.7001953125,11719.400390625,118734400,0,0
2001-11-26,11719.400390625,12089.2001953125,11618.7998046875,12062.7998046875,157047600,0,0
2001-11-27,12062.7998046875,12207.7001953125,11630.400390625,11721.900390625,166601100,0,0
2001-11-28,11721.900390625,11742.400390625,10927.400390625,11129.2998046875,176504700,0,0
2001-11-29,11129.2998046875,11152.400390625,10550.900390625,10961.0,206823600,0,0
2001-11-30,10961.0,11633.900390625,10832.2001953125,11633.900390625,194995200,0,0
2001-12-03,11633.900390625,11660.099609375,11125.7998046875,11467.2001953125,178236000,0,0
2001-12-04,11467.2001953125,11492.5,11193.400390625,11308.400390625,138582800,0,0
2001-12-05,11308.400390625,11930.599609375,11297.0,11930.599609375,240828400,0,0
2001-12-06,11930.599609375,12687.2998046875,11930.599609375,12687.2998046875,283051700,0,0
2001-12-07,12687.2998046875,12842.7001953125,12495.2998046875,12662.7998046875,237050900,0,0
2001-12-10,12662.7998046875,12938.2998046875,12577.7001953125,12645.2998046875,166644200,0,0
2001-12-11,12645.2998046875,12645.2998046875,12379.5,12549.900390625,120301200,0,0
2001-12-12,12549.900390625,12731.7998046875,12409.0,12719.099609375,122185800,0,0
2001-12-13,12719.099609375,13045.2998046875,12562.2001953125,12655.7998046875,174209200,0,0
2001-12-14,12655.7998046875,12761.900390625,12507.7001953125,12761.900390625,76886900,0,0
2001-12-19,12761.900390625,13069.0,12585.099609375,12788.900390625,96672200,0,0
2001-12-20,12788.900390625,12788.900390625,12349.400390625,12679.2001953125,96495700,0,0
2001-12-21,12679.2001953125,12721.2001953125,12483.5,12721.2001953125,71042000,0,0
2001-12-24,12721.2001953125,12802.7998046875,12507.7001953125,12686.2998046875,73579400,0,0
2001-12-26,12875.7998046875,13201.7001953125,12875.7998046875,13068.400390625,122287300,0,0
2001-12-27,13068.400390625,13609.0,13068.400390625,13609.0,191800000,0,0
2001-12-28,13609.0,13961.2998046875,13589.2001953125,13782.7998046875,199428300,0,0
2002-01-02,13782.7998046875,14078.0,13600.7001953125,14078.0,144222300,0,0
2002-01-03,14078.0,14273.7998046875,14003.099609375,14272.7001953125,203478900,0,0
2002-01-04,14272.669921875,14272.669921875,14272.669921875,14272.669921875,0,0,0
2002-01-07,14272.7001953125,14999.5,14270.099609375,14999.5,299805400,0,0
2002-01-08,14999.5,15071.7998046875,14628.5,14878.900390625,209211100,0,0
2002-01-09,14878.900390625,14999.7998046875,13664.7001953125,14042.7998046875,220440900,0,0
2002-01-10,14042.7998046875,14333.2998046875,13693.0,13818.599609375,193760700,0,0
2002-01-11,13818.599609375,14039.2998046875,13455.0,13616.2001953125,141976900,0,0
2002-01-14,13616.2001953125,13914.0,13346.2998046875,13638.599609375,146585800,0,0
2002-01-15,13638.599609375,13701.400390625,13095.7001953125,13348.0,104918800,0,0
2002-01-16,13348.0,13349.7998046875,12636.2001953125,12758.900390625,127356300,0,0
2002-01-17,12758.900390625,13117.2998046875,12670.900390625,12893.599609375,156689800,0,0
2002-01-18,12893.599609375,13209.400390625,12772.7001953125,13012.2001953125,126312300,0,0
2002-01-22,12629.400390625,12753.2001953125,12337.599609375,12639.2001953125,91413200,0,0
2002-01-23,12639.2001953125,12951.7001953125,12377.2998046875,12910.2001953125,112370000,0,0
2002-01-24,12910.2001953125,13123.400390625,12812.900390625,13026.099609375,119153200,0,0
2002-01-25,13026.099609375,13038.2998046875,12687.7001953125,12871.099609375,63393200,0,0
2002-01-28,12871.099609375,12871.099609375,12449.900390625,12764.599609375,82095700,0,0
2002-01-29,12764.599609375,12867.0,12399.099609375,12515.0,108325400,0,0
2002-01-30,12515.0,12649.400390625,12070.0,12539.0,101983700,0,0
2002-01-31,12539.0,13252.2998046875,12539.0,13252.2998046875,150831900,0,0
2002-02-01,13252.2998046875,13500.2998046875,13131.599609375,13375.400390625,144498700,0,0
2002-02-04,13375.400390625,13375.400390625,12908.5,13074.7001953125,73859100,0,0
2002-02-05,13074.7001953125,13141.7998046875,12433.599609375,12520.599609375,96464800,0,0
2002-02-06,12520.599609375,12603.900390625,12064.7998046875,12257.400390625,95547800,0,0
2002-02-07,12257.400390625,12306.5,11579.900390625,11702.099609375,109160900,0,0
2002-02-08,11702.099609375,11702.099609375,10775.2001953125,11255.2998046875,150330500,0,0
2002-02-11,11255.2998046875,11675.2001953125,11227.900390625,11675.2001953125,99663600,0,0
2002-02-12,11675.2001953125,11883.2998046875,11386.099609375,11616.2998046875,122804700,0,0
2002-02-13,11616.2998046875,11977.099609375,11616.2998046875,11826.900390625,110823500,0,0
2002-02-14,11826.900390625,11895.599609375,11600.099609375,11845.2998046875,74333700,0,0
2002-02-15,11845.2998046875,11859.900390625,11409.599609375,11478.599609375,85626700,0,0
2002-02-19,11270.7001953125,11526.400390625,11097.400390625,11517.2998046875,69982800,0,0
2002-02-20,11517.2998046875,11517.2998046875,10957.2001953125,11091.900390625,62617800,0,0
2002-02-21,11091.900390625,11256.2998046875,11091.900390625,11165.7998046875,18948600,0,0
2002-02-26,11165.7998046875,11395.400390625,10825.099609375,10931.7998046875,58796200,0,0
2002-02-27,10931.7998046875,11188.5,10715.7998046875,11186.7998046875,50146400,0,0
2002-02-28,11186.7998046875,11207.0,10825.2001953125,11055.7001953125,72827000,0,0
2002-03-01,11055.7001953125,11488.0,11024.599609375,11470.900390625,102162000,0,0
2002-03-04,11470.900390625,11772.2998046875,11470.900390625,11665.2998046875,114824600,0,0
2002-03-05,11665.2998046875,11758.5,11355.599609375,11418.599609375,93273300,0,0
2002-03-06,11418.599609375,11503.0,11242.099609375,11346.7001953125,52775000,0,0
2002-03-07,11346.7001953125,11968.400390625,11346.7001953125,11621.2001953125,157815700,0,0
2002-03-08,11621.2001953125,11704.900390625,11406.900390625,11704.900390625,62116000,0,0
2002-03-11,11704.900390625,11705.7998046875,11257.0,11336.2998046875,58974700,0,0
2002-03-12,11336.2998046875,11336.2998046875,10745.2998046875,10842.099609375,81575100,0,0
2002-03-13,10842.099609375,10970.7998046875,10488.7998046875,10594.0,68516300,0,0
2002-03-14,10594.0,10932.7001953125,10468.2998046875,10614.2998046875,0,0,0
2002-03-15,10614.2998046875,10832.5,10480.5,10771.900390625,67683900,0,0
2002-03-18,10771.900390625,10826.5,10443.7998046875,10604.900390625,45737200,0,0
2002-03-19,10604.900390625,10731.099609375,10539.900390625,10643.7001953125,49324600,0,0
2002-03-20,10643.7001953125,10921.5,10643.7001953125,10776.2998046875,74497500,0,0
2002-03-21,10776.2998046875,11485.0,10685.2998046875,11471.099609375,149246800,0,0
2002-03-22,11471.099609375,11849.2001953125,11394.0,11791.599609375,234056800,0,0
2002-03-25,11791.599609375,12016.5,11664.400390625,12016.5,160659600,0,0
2002-03-26,12016.5,12016.5,11579.7998046875,11639.2998046875,147489100,0,0
2002-03-27,11639.2998046875,11961.5,11614.7001953125,11862.599609375,131236700,0,0
2002-03-28,11862.599609375,12173.099609375,11714.7998046875,11808.7001953125,179289800,0,0
2002-04-01,11679.400390625,11679.400390625,11370.599609375,11621.599609375,0,0,0
2002-04-02,11621.599609375,11827.2001953125,11554.2998046875,11827.2001953125,93418000,0,0
2002-04-03,11827.2001953125,11859.2998046875,11182.2998046875,11276.900390625,122325800,0,0
2002-04-04,11276.900390625,11796.099609375,11276.900390625,11796.099609375,122883700,0,0
2002-04-05,11796.099609375,11863.5,11675.400390625,11863.5,0,0,0
2002-04-08,11863.5,12078.0,11321.2001953125,11455.900390625,189339300,0,0
2002-04-09,11455.900390625,11904.5,11449.7998046875,11904.5,134271300,0,0
2002-04-10,11904.5,12089.2001953125,11648.900390625,12030.900390625,179441000,0,0
2002-04-11,12030.900390625,12472.2998046875,12030.900390625,12257.2998046875,229604900,0,0
2002-04-12,12257.2998046875,12362.2998046875,12073.2001953125,12240.2001953125,115831800,0,0
2002-04-15,12240.2001953125,12605.900390625,12221.7998046875,12605.900390625,121561200,0,0
2002-04-16,12605.900390625,12676.400390625,11983.900390625,12220.2998046875,192643000,0,0
2002-04-17,12220.2998046875,12367.599609375,12052.5,12263.2998046875,126953900,0,0
2002-04-18,12263.2998046875,12343.5,11904.7001953125,12010.099609375,123297200,0,0
